company_name,property_title,property_address,postcode,house_number,state,country,property_type,property_description,property_map_coordinates,property_size,date_added,property_sale_price,property_amenities,property_images,property_rent_details,property_link,agent_name,agent_name2,agent_telephone,agent_telephone2,agent_email,agent_email2,agent_address,property_sale_type
CBRE,DSQ7 7 Devonshire Square  ,DSQ7 7 Devonshire Square  LondonGreater London EC2M 4YH,Greater London EC2M 4YH,74,London,UK,Office,"Recently completed major rebuild by Nuveen to designs by Squire & Partners & ready in a Category A condition. Terraces on near all floors, with a communal terrace on the top floor. ESG & low carbon in-use is at the heart of the design, & the building has also been certified as having a NABERS 5* rating & WiredScore Platinum.",,"19,000 to 94,506 sqft",,£22.74/sqft/pa (estimated for the year ending 2024),"['4-Pipe Fan Coil Air Conditioning', 'Terrace', 'Raised Floors', 'NABERS UK Rating Targeting 5 Stars', '1:8 sq m Occupancy Ratio', 'Platinum WiredScore', '4-Pipe Fan Coil Air Conditioning', 'Terrace', 'Raised Floors', 'NABERS UK Rating Targeting 5 Stars', '1:8 sq m Occupancy Ratio', 'Platinum WiredScore']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/f0b2b26d/d97c818c-65a7-4b78-bfc7-15d5cb8fcaa4_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/9950b521/aec932ca-d7e0-4434-b307-5e51aa964180_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/492fda8a/7eabdcf0-6b81-4f41-bddf-703df5cac0f8_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/76713f6e/b0489138-b087-4644-a1bf-35581307edc1_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/3c055f75/e1969536-fd94-4e02-a6ae-2f4383d13d0a_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/73fb2427/f8c2e727-40d0-40c8-b81d-a51d473e3f73_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/2b57ae2c/581e442d-5416-4197-8884-89715ba0d80c_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/4216bae3/77a96e54-c9dc-4d28-bd53-a76f96ae885b_Photo_8_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-488096/236e45da/f9dbecb6-5a3a-4461-bcfb-a4f98518cfcb_Photo_9_small.jpg']",Lease type New For Rent Price On Application Business Rates £22.74/sqft/pa (estimated for the year ending 2024) Service Charge £13.22/sqft/pa (estimated for the year ending 2025) Lease type New For Rent Price On Application Business Rates £22.74/sqft/pa (estimated for the year ending 2024) Service Charge £13.22/sqft/pa (estimated for the year ending 2025),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-488096/dsq7-7-devonshire-square-london-greater-london-ec2m-4yh,Hannah Grint,David Perowne,Hannah Grint,David Perowne,Hannah.Grint@cbre.com,David.Perowne@cbre.com,DSQ7 7 Devonshire Square  LondonGreater London EC2M 4YH,For Rent
CBRE,  25 Baker Street  ,  25 Baker Street  London W1U 8EQ, W1U 8EQ,75,London,UK,Office,"Minutes north of Mayfair, Marylebone is an intelligent move for businesses looking for the very best of London to hand. The scheme totals 204,437 sq ft of next generation office space from Derwent London. Over 75% pre-let. Practical completion Q1 2025.",,"7,244 to 31,721 sqft",,Price On Application,"['Ceiling Mounted Fan Coil Air Conditioning', 'Raised Floors', 'LED Lighting', '6 x 21 Person Lifts', 'Communal Roof Terrace', '314 Bicycle Racks', '19 Showers', '315 Lockers', 'Targeting Outstanding BREEAM Rating', 'Targeting A EPC', 'LEED Targeting Gold', 'NABERS UK Rating Targeting 4.5 Stars', 'Net Zero Carbon Building', 'Targeting Platinum WiredScore', 'Ceiling Mounted Fan Coil Air Conditioning', 'Raised Floors', 'LED Lighting', '6 x 21 Person Lifts', 'Communal Roof Terrace', '314 Bicycle Racks', '19 Showers', '315 Lockers', 'Targeting Outstanding BREEAM Rating', 'Targeting A EPC', 'LEED Targeting Gold', 'NABERS UK Rating Targeting 4.5 Stars', 'Net Zero Carbon Building', 'Targeting Platinum WiredScore']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/daf53f03/21198c86-180a-48f0-93cc-35a83ddcb233_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/5a4cb9ae/ceef0c63-dba7-4a9f-8af7-d22b2bf267b6_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/b9873322/00f72449-aad2-4040-b6ca-0c1cd22a3eb5_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/254a7f9b/f456a0f2-b297-4c65-89d4-13a9f3ce9b1c_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/114cf1be/453c5ade-b15f-4d6a-885a-ce4b72925c3f_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/eac1df64/532a1d88-1e04-4270-bfa9-e5701f7859d7_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-280447/07ba76a8/96cd3f19-1c98-42bb-9632-8887f44dff55_Photo_7_small.jpg']",Lease type New For Rent Price On Application Lease type New For Rent Price On Application,https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-280447/25-baker-street-london-w1u-8eq,Adam Cosgrove,Joe Gibbon,Adam Cosgrove,Joe Gibbon,adam.cosgrove@cbre.com,joe.gibbon@cbre.com,  25 Baker Street  London W1U 8EQ,For Rent
CBRE,The Studio 120 King's Road  ,The Studio 120 King's Road  London SW3 4TR, SW3 4TR,76,London,UK,Office,"120 Kings Road is a prestigious landmark building, offering up 64,000 sq.ft of highly sustainable office space across four upper floors in one of London's most celebrated locations, the Kings Road. 120 Kings Road provides a rarely available opportunity for a headquarters in the heart of the Royal Borough. With its dramatic arched brick façade and a living wall that envelops the building, this highly sustainable development is truly unique, marrying tradition with contemporary design. Situated in Chelsea, one of London's premier neighbourhood, One Twenty King's Road embraces the character, culture and creativity one of this world-famous location. The King's Road combines the Royal history of its origins with a unique status alongside an array of excellent retail and food & beverage offerings.",,"8,848 to 19,558 sqft",,Price On Application,"['HV Air Conditioning', 'LED Lighting', '2 x 10 Person Lifts', '110 Bicycle Racks', '8 Showers', '78 Lockers', 'Drying Room', 'Terrace 4th Floor', '1:8 sq m Occupancy Ratio', 'HV Air Conditioning', 'LED Lighting', '2 x 10 Person Lifts', '110 Bicycle Racks', '8 Showers', '78 Lockers', 'Drying Room', 'Terrace 4th Floor', '1:8 sq m Occupancy Ratio']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/e4a1a7ea/d913e083-6207-4988-97a6-968c5cfd5ff5_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/bcfb3881/06493016-177c-46c0-921e-4db2e1f22cd8_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/35fd61a4/0019d6d7-6568-4547-aa4b-7e2d939b5019_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/7283324e/6249279f-b2df-4468-a0fd-6916a25c4af2_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/27c8b607/60851614-51ae-4455-82a0-622ef44d601e_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/92803722/9288f67d-929a-4e4b-9d98-ada5c5d9006b_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/b9afac1d/b3a1920d-b9c3-4b11-9026-5aac451764f5_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/362d4632/ff217cc0-cdda-45d6-a8c0-3b7410f5f8f1_Photo_8_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-492844/92a84564/9790f56b-ae8e-4c90-93a4-35ba4e340144_Photo_9_small.jpg']",Lease type New For Rent Price On Application Lease type New For Rent Price On Application,https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-492844/the-studio-120-kings-road-london-sw3-4tr,Phillip Howells,Joe Gibbon,Phillip Howells,Joe Gibbon,phillip.howells@cbre.com,joe.gibbon@cbre.com,The Studio 120 King's Road  London SW3 4TR,For Rent
CBRE,  50 Electric Boulevard  ,  50 Electric Boulevard  London SW8 5BP, SW8 5BP,77,London,UK,Office,"New Foster + Partners designed building above the new northern line station.  The building is glass clad & benefits from mixed mode air conditioning, terraces on each floor & a 4,000 sq ft amenity space on Level 1. WELL Platinum & Breeam Outstanding (2018) achieved. The building has been fully completed to a Category A condition throughout.",,"10,000 to 161,205 sqft",,Price On Application,"['4-Pipe Fan Coil Air Conditioning', '150mm Overall Floor Void Size', '2.9m Floor To Ceiling Height', 'Terrace Roof Top & On Each Floor', 'Floor 1 Breakout Space / Business Lounge', '1:8 sq m Occupancy Ratio', '325 Lockers', '319 Bicycle Racks', 'Wiredscore Targeting Platinum', 'Smartcore Targeting Platinum', '4-Pipe Fan Coil Air Conditioning', '150mm Overall Floor Void Size', '2.9m Floor To Ceiling Height', 'Terrace Roof Top & On Each Floor', 'Floor 1 Breakout Space / Business Lounge', '1:8 sq m Occupancy Ratio', '325 Lockers', '319 Bicycle Racks', 'Wiredscore Targeting Platinum', 'Smartcore Targeting Platinum']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/444d4732/d9334c06-873a-4133-8510-b52c89e5986f_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/6976063b/9d6cfa87-340c-4558-95ea-8d9e4bfeffc6_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/74a5151d/671fe3d5-80c8-417b-9559-c99089d6e965_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/08f7405f/4fda9c80-ce66-4be6-933d-33744a14a12d_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/93ac0ec4/879af1a6-6e9b-4b06-9473-7f0e8d63a498_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/b202970c/4463f514-ab69-48f5-a73f-c8b73d5f5b6f_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/918a2e87/7ef5eeb3-08ba-4e51-b9dc-38ce5c5e6760_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/5a1de62a/7665120d-c09c-4cec-8410-2bd0936058f2_Photo_8_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/4b85fb0c/0ecd682b-15a8-4f84-b2dc-226c3b9f3d77_Photo_9_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/88de79d8/c0e11c7d-ce69-456f-9306-d284f86c9e97_Photo_10_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/76a06499/8415d447-3bd6-46f6-ad18-b5a3bae083dc_Photo_11_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479509/e825a854/f119a6e5-9911-4893-bff1-4219d8d31d0c_Photo_12_small.jpg']",Lease type New For Rent Price On Application Business Rates £20/sqft/pa (estimated for the year ending 2025) Service Charge £9.78/sqft/pa (estimated for the year ending 2024) Estate Charge £3.79/sqft/pa (estimated for the year ending 2024) Lease type New For Rent Price On Application Business Rates £20/sqft/pa (estimated for the year ending 2025) Service Charge £9.78/sqft/pa (estimated for the year ending 2024) Estate Charge £3.79/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-479509/50-electric-boulevard-london-sw8-5bp,Luke Hacking,Chris Vydra,Luke Hacking,Chris Vydra,luke.hacking@cbre.com,chris.vydra@cbre.com,  50 Electric Boulevard  London SW8 5BP,For Rent
CBRE,Victoria House 37 Southampton Row  ,Victoria House 37 Southampton Row  London WC1A 2RL, WC1A 2RL,78,London,UK,Office,"Victoria House will be home to leading Life Sciences organizations, from early-stage to growth and multinational pharmaceutical companies. Located within the Knowledge Quarter, this iconic Grade II listed building offers modern workspace
and contemporary laboratories.

The refurbishment is due to complete in Q1 2025.",,"11,196 to 44,498 sqft",,Price On Application,"['5875-SqFt Terrace', 'Meeting Rooms', 'CL2 Lab', 'Showers', '196 Cycle Spaces', 'LED Lighting', 'Raised Floors', 'Air Conditioning', 'CAT A on the 7th, 3rd & Part Ugf Open Plan', 'Refurbished Condition', '2 x Atrium', 'Cat A Fit Out', '5875-SqFt Terrace', 'Meeting Rooms', 'CL2 Lab', 'Showers', '196 Cycle Spaces', 'LED Lighting', 'Raised Floors', 'Air Conditioning', 'CAT A on the 7th, 3rd & Part Ugf Open Plan', 'Refurbished Condition', '2 x Atrium', 'Cat A Fit Out']","['https://www.cbre.co.uk/resources/fileassets/UK-GLDE-158522/c86eaaec/28dce70e-5d41-4a45-bc5b-d717c0162c0a_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-158522/a1338788/8192a8a2-7de0-47c0-8373-bf2eb46f293b_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-158522/a983c742/49b3509d-cacd-4e67-88bf-65813e04a2ca_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-158522/2c643e42/1fd6f1c1-5839-46f7-8b82-8a4fea7b0351_Photo_4_small.jpg']",Lease type New For Rent Price On Application Sub Type Laboratory Lease type New For Rent Price On Application Sub Type Laboratory,https://www.cbre.co.uk/property-search/office-space/listings/details/UK-GLDE-158522/victoria-house-37-southampton-row-london-wc1a-2rl,Luke Hacking,Chris Williams,Luke Hacking,Chris Williams,luke.hacking@cbre.com,chris.williams@cbre.com,Victoria House 37 Southampton Row  London WC1A 2RL,For Rent
CBRE,  35 High Holborn  ,  35 High Holborn  London WC1V 6AA, WC1V 6AA,80,London,UK,Office,"35 High Holborn is a prominent office building situated just moments from Chancery Lane underground station. It provides an occupier the opportunity to acquire a self-contained HQ building, or alternatively it can be let on a floor by floor basis. The accommodation is fully fitted with a kitchenette and selection of meeting rooms on each of the 1st-5th floors, and large kitchenette and breakout space with a terrace on the 6th floor.",,"1,237 to 16,399 sqft",,£49.50/sqft/pa,"['4-Pipe Fan Coil Air Conditioning', 'Raised Floors', 'Roof Terrace', 'Showers', 'Fully Fitted Condition', '2 x Passenger Lifts', '4-Pipe Fan Coil Air Conditioning', 'Raised Floors', 'Roof Terrace', 'Showers', 'Fully Fitted Condition', '2 x Passenger Lifts']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-493114/46967ca5/09852d8c-8b5a-421e-988d-5be451cf3147_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493114/4c693b31/588d9dd5-d058-4e2d-9fb1-9d5531223443_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493114/aaf5dd4a/bba4f1d7-fe5a-4e78-b60f-a409d04f13ee_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493114/d0ef4459/934dbacd-4f91-40b1-b852-8f5a55dcb02e_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493114/5f88e27f/f4e1bf69-b8f5-4b1f-b470-a3b4006bba37_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493114/e2a39096/b3d7f9c5-8f68-4b0e-b08b-18a25536eb07_Photo_6_small.jpg']",Lease type Assignment For Rent £49.50/sqft/pa Business Rates £28.50/sqft/pa (estimated for the year ending 2025) Lease type Assignment For Rent £49.50/sqft/pa Business Rates £28.50/sqft/pa (estimated for the year ending 2025),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-493114/35-high-holborn-london-wc1v-6aa,Hannah Grint,Harvin Chohan,Hannah Grint,Harvin Chohan,Hannah.Grint@cbre.com,Harvin.chohan3@cbre.com,  35 High Holborn  London WC1V 6AA,For Rent
CBRE,Salesforce Tower 110 Bishopsgate  ,Salesforce Tower 110 Bishopsgate  London EC2N 4AY, EC2N 4AY,81,London,UK,Office,"Globally recognised landmark tower developed by Heron, located adjacent to the new Pan Pacific Hotel. Levels 8-11 have been refurbished to a full Category A specification. Amenities in the building include Sushi Samba and Duck & Waffle, as well as The Drift gastro bar.  The end-of-trip facilities have recently been upgraded to a very high quality and a new BMS system installed.",,"5,096 to 138,134 sqft",,Price On Application,"['4-Pipe Fan Coil Air Conditioning', '150mm Overall Floor Void Size', '236 Bicycle Racks', '32 Showers', '4-Pipe Fan Coil Air Conditioning', '150mm Overall Floor Void Size', '236 Bicycle Racks', '32 Showers']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/ec97ffe7/4b5ebe05-7294-44bb-a6bf-98f0985af4bb_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/65309aa4/5f049d77-6002-41ae-8abd-eacf2ccc7612_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/3a354f80/0d89eab1-d35c-4028-a9b8-3e3209930026_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/c558c263/372cd143-2571-4603-afed-cbb996fe5d9e_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/af515bad/3c4dc59d-f965-4b5e-b23b-d230f57a0fb0_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/8cf0c5ff/719310ea-5ad9-44e0-afcb-0a455a8d8480_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/00aecc59/c53db476-8a56-4a5d-9099-7a83fa8160d5_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/264647b3/8e9c707e-f9d7-47d5-8260-c5066f8f1169_Photo_8_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/294a6b1e/738f88ed-303a-4039-b20d-7e270395c4b2_Photo_9_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/dd59b262/21c3231d-b63c-44eb-bc70-2d716652c547_Photo_10_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-479473/11a27d27/40d5d16b-90ed-4657-a54a-f6f6c02ebcb2_Photo_11_small.jpg']",Lease type New For Rent Price On Application Business Rates £29/sqft/pa (estimated for the year ending 2023) Service Charge £24.89/sqft/pa (estimated for the year ending 2024) Lease type New For Rent Price On Application Business Rates £29/sqft/pa (estimated for the year ending 2023) Service Charge £24.89/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-479473/salesforce-tower-110-bishopsgate-london-ec2n-4ay,Anna Biggin,Chris Vydra,Anna Biggin,Chris Vydra,anna.biggin@cbre.com,chris.vydra@cbre.com,Salesforce Tower 110 Bishopsgate  London EC2N 4AY,For Rent
CBRE,  1 Great Cumberland Place  ,  1 Great Cumberland Place  London W1H 7LW, W1H 7LW,82,London,UK,Office,"One Great Cumberland Place is more than just a workplace, it provides 57,000 sq ft of contemporary office space within a stunning Art Deco landmark, presenting dynamic businesses with the opportunity to be part of a thriving community. Surrounded by vast green spaces of the relaxing parks nearby, Marylebone is known for being an area of calm and serenity. Explore the variety of many independent eateries and boutiques, and uncover your new favourite place to eat, shop or unwind. A bustling neighbourhood with a boutique village feel, discover the best kept secrets of Marylebone.",,"8,078 to 16,431 sqft",,£92.50/sqft/pa,"['4-Pipe Fan Coil Air Conditioning', 'Raised Floors', 'Exposed   Ceiling', '3.26M Floor To Soffit Ceiling Height', 'Terrace 6th 7th & 8th Floors', '3 x 24 Person Lifts', '121 Bicycle Racks', '10 Showers', '154 Lockers', 'Cat A Fit Out', '4-Pipe Fan Coil Air Conditioning', 'Raised Floors', 'Exposed   Ceiling', '3.26M Floor To Soffit Ceiling Height', 'Terrace 6th 7th & 8th Floors', '3 x 24 Person Lifts', '121 Bicycle Racks', '10 Showers', '154 Lockers', 'Cat A Fit Out']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-277423/81d5b7cb/92aa733d-a0c5-407c-a097-add7620f2b7c_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-277423/1ecadee8/166d2310-242f-4900-b0f0-93be0aabe928_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-277423/86034474/048d1a5e-2930-4ed8-83a2-57e1ddbef14b_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-277423/266b847e/c9ba4500-26c0-44f0-bebc-0ed6cf8e3147_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-277423/d9c0f4ef/d99730d8-d61a-4f0d-b831-017cdd536dff_Photo_5_small.jpg']",Lease type New For Rent £92.50/sqft/pa Business Rates £37.06/sqft/pa (estimated for the year ending 2025) Service Charge £15.58/sqft/pa (estimated for the year ending 2024) Lease type New For Rent £92.50/sqft/pa Business Rates £37.06/sqft/pa (estimated for the year ending 2025) Service Charge £15.58/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-277423/1-great-cumberland-place-london-w1h-7lw,Adam Cosgrove,Joe Gibbon,Adam Cosgrove,Joe Gibbon,adam.cosgrove@cbre.com,joe.gibbon@cbre.com,  1 Great Cumberland Place  London W1H 7LW,For Rent
CBRE,The St Botolph Building St Botolph Street  ,The St Botolph Building St Botolph Street  London EC3A 7DL, EC3A 7DL,83,London,UK,Office,"The St Botolph Building is built to be flexible and sustainable, proven to be resilient and in tune with occupiers need. It is located to the East of the City Core in the popular Aldgate area. It lies to the immediate south of the Devonshire Square Estate and is within close proximity to the retail and leisure facilities in Spitalfields. There are excellent transport links with Liverpool Street Station, Aldgate Station, Fenchurch St and Bank Station all within a short walk of the building. The building was recently refurbished in March 2023.",,"38,718 to 198,934 sqft",,£19.38/sqft/pa (estimated for the year ending 2025),"['2-Pipe Fan Coil Air Conditioning', '2.75m Floor To Ceiling Height', '16 Double-Height Passenger Lifts', '3 Goods Lift', '1:10 Occupancy Ratio', '154 Bicycle Racks', '8 Car Parking Spaces', '50 Motorcycle Parking Spaces', 'On Site Cafe', '24 Showers', '24 Lockers', 'Terrace', 'Cat A Fit Out', '2-Pipe Fan Coil Air Conditioning', '2.75m Floor To Ceiling Height', '16 Double-Height Passenger Lifts', '3 Goods Lift', '1:10 Occupancy Ratio', '154 Bicycle Racks', '8 Car Parking Spaces', '50 Motorcycle Parking Spaces', 'On Site Cafe', '24 Showers', '24 Lockers', 'Terrace', 'Cat A Fit Out']",['https://www.cbre.co.uk/resources/fileassets/GB-Plus-488597/78651418/1840f419-f43c-4bc2-9d27-ba93c7aeb663_Photo_1_small.jpg'],Lease type Assignment For Rent Price On Application Business Rates £19.38/sqft/pa (estimated for the year ending 2025) Service Charge £16.11/sqft/pa (estimated for the year ending 2024) Lease type Assignment For Rent Price On Application Business Rates £19.38/sqft/pa (estimated for the year ending 2025) Service Charge £16.11/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-488597/the-st-botolph-building-st-botolph-street-london-ec3a-7dl,Mark Slim,Dana Henry,Mark Slim,Dana Henry,mark.slim@cbre.com,Dana.Henry@cbre.com,The St Botolph Building St Botolph Street  London EC3A 7DL,For Rent
CBRE,The Arc 225 City Road  ,The Arc 225 City Road  LondonLondon EC1V 1JT,London EC1V 1JT,84,London,UK,Office,"The Arc is an exciting new mixed-use scheme, located just moments from Old Street roundabout, that is being developed by Belgian based developer Ghelamco. The scheme has been thoughtfully designed by AHMM and will provide top specification offices, together with retail on the ground floor and residential above. Practical completion of the offices to Cat A in March 2024.",,"20,000 to 130,723 sqft",,£21/sqft/pa (estimated for the year ending 2025),"['Chilled Ceiling Panel System Air Conditioning', 'Raised Floors', 'Exposed Ceiling', '1:8 sq m Occupancy Ratio', '4 x 17 Person Lifts', 'Terrace', '2.7 Floor To Ceiling Height', 'On Site Cafe', 'On Site Gym', '237 Lockers', '9 Showers', '237 Bicycle Racks', 'Chilled Ceiling Panel System Air Conditioning', 'Raised Floors', 'Exposed Ceiling', '1:8 sq m Occupancy Ratio', '4 x 17 Person Lifts', 'Terrace', '2.7 Floor To Ceiling Height', 'On Site Cafe', 'On Site Gym', '237 Lockers', '9 Showers', '237 Bicycle Racks']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/0f38feb6/8107b087-0f20-4348-b38a-dd6198dc7a68_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/2d3def43/7a8e18d0-1b54-49e9-8bf4-1cf2a8861d92_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/60e0965d/d4d80d80-7a76-4002-a888-e18a67dde338_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/b079a1da/34159839-881e-4cef-8387-14edc2cc1d45_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/d9c50cfa/80e22f16-1035-4c6d-bfad-a938536486d4_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/0477de3f/5a3d9445-8f72-42c1-93f3-06733f14da87_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/a8853e9b/3bd9c1bd-4363-4d91-b916-cfa7dd191eb7_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-42108/6eb8ed9e/d9c00475-a1e7-467b-93c6-3d7bdc789eb0_Photo_8_small.jpg']",Lease type New For Rent Price On Application Business Rates £21/sqft/pa (estimated for the year ending 2025) Service Charge £8.63/sqft/pa (estimated for the year ending 2024) Lease type New For Rent Price On Application Business Rates £21/sqft/pa (estimated for the year ending 2025) Service Charge £8.63/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-42108/the-arc-225-city-road-london-london-ec1v-1jt,Mark Slim,Anna Biggin,Mark Slim,Anna Biggin,mark.slim@cbre.com,anna.biggin@cbre.com,The Arc 225 City Road  LondonLondon EC1V 1JT,For Rent
